6YTG,"('KHC', 'Binding MOAD:\xa0 6YTG', 'Ki:&nbsp136\xa0(nM) from 1 assay(s)')"
6YTM,"('PMW', 'Binding MOAD:\xa0 6YTM', 'Kd:&nbsp65\xa0(nM) from 1 assay(s)')"
6YTW,"('EAE', 'Binding MOAD:\xa0 6YTW', 'Kd:&nbsp7780\xa0(nM) from 1 assay(s)')"
6YUW,"('PQZ', 'Binding MOAD:\xa0 6YUW', 'IC50:&nbsp1.27e+4\xa0(nM) from 1 assay(s)')"
6YUY,"('PQH', 'Binding MOAD:\xa0 6YUY', 'IC50:&nbsp6700\xa0(nM) from 1 assay(s)')"
6YV0,"('PQT', 'Binding MOAD:\xa0 6YV0', 'IC50:&nbsp1.86e+4\xa0(nM) from 1 assay(s)')"
6YV2,"('PUE', 'Binding MOAD:\xa0 6YV2', 'IC50:&nbsp4.80e+4\xa0(nM) from 1 assay(s)')"
6YV4,"('PQK', 'Binding MOAD:\xa0 6YV4', 'IC50:&nbsp6300\xa0(nM) from 1 assay(s)')"
6YXI,"('PZ8', 'Binding MOAD:\xa0 6YXI', 'IC50:&nbsp1.40e+4\xa0(nM) from 1 assay(s)')"
6YZQ,"('Q3Q', 'Binding MOAD:\xa0 6YZQ', 'Ki:&nbsp870.1\xa0(nM) from 1 assay(s)')"
6YZR,"('Q3W', 'Binding MOAD:\xa0 6YZR', 'Ki:&nbsp333\xa0(nM) from 1 assay(s)')"
6YZS,"('Q3N', 'Binding MOAD:\xa0 6YZS', 'Ki:&nbsp1296\xa0(nM) from 1 assay(s)')"
6YZT,"('Q3E', 'Binding MOAD:\xa0 6YZT', 'Ki:&nbsp622\xa0(nM) from 1 assay(s)')"
6YZU,"('Q4B', 'Binding MOAD:\xa0 6YZU', 'Ki:&nbsp299.4\xa0(nM) from 1 assay(s)')"
6YZU,"('Q38', 'Binding MOAD:\xa0 6YZU', 'Ki:&nbsp299.4\xa0(nM) from 1 assay(s)')"
6YZV,"('Q2Z', 'Binding MOAD:\xa0 6YZV', 'Ki:&nbsp21\xa0(nM) from 1 assay(s)')"
6YZW,"('Q3K', 'Binding MOAD:\xa0 6YZW', 'Ki:&nbsp821.2\xa0(nM) from 1 assay(s)')"
6YZX,"('Q3H', 'Binding MOAD:\xa0 6YZX', 'Ki:&nbsp29.48\xa0(nM) from 1 assay(s)')"
6Z6A,"('Q9E', 'Binding MOAD:\xa0 6Z6A', 'Kd:&nbsp3700\xa0(nM) from 1 assay(s)')"
6Z86,"('QBQ', 'Binding MOAD:\xa0 6Z86', 'Kd:&nbsp7.98e+5\xa0(nM) from 1 assay(s)')"
6Z9B,"('QCQ', 'Binding MOAD:\xa0 6Z9B', 'IC50:&nbsp0.7\xa0(nM) from 1 assay(s)')"
6Z9D,"('QDH', 'Binding MOAD:\xa0 6Z9D', 'Ki:&nbsp5.00e-3\xa0(nM) from 1 assay(s)')"
6ZE8,"('QGB', 'Binding MOAD:\xa0 6ZE8', 'IC50:&nbsp23\xa0(nM) from 1 assay(s)')"
6ZIR,"('EZZ', 'Binding MOAD:\xa0 6ZIR', 'Kd:&nbsp3.30e+4\xa0(nM) from 1 assay(s)')"
6ZJD,"('ATP', 'Binding MOAD:\xa0 6ZJD', 'Kd:&nbsp1.30e+4\xa0(nM) from 1 assay(s)')"
6ZJZ,"('QLH', 'Binding MOAD:\xa0 6ZJZ', 'IC50:&nbsp120\xa0(nM) from 1 assay(s)')"
6ZL5,"('F0K', 'Binding MOAD:\xa0 6ZL5', 'Kd:&nbsp2000\xa0(nM) from 1 assay(s)')"
6ZLN,"('PKB', 'Binding MOAD:\xa0 6ZLN', 'Ki:&nbsp36\xa0(nM) from 1 assay(s)')"
6ZLY,"('QMH', 'Binding MOAD:\xa0 6ZLY', 'Kd:&nbsp94\xa0(nM) from 1 assay(s)')"
6ZND,"('QMZ', 'Binding MOAD:\xa0 6ZND', 'IC50:&nbsp66\xa0(nM) from 1 assay(s)')"
6ZPD,"('VIV', 'Binding MOAD:\xa0 6ZPD', 'Kd:&nbsp14.25\xa0(nM) from 1 assay(s)')"
6ZQZ,"('QOQ', 'Binding MOAD:\xa0 6ZQZ', 'IC50:&nbsp24\xa0(nM) from 1 assay(s)')"
6ZSI,"('GNP', 'Binding MOAD:\xa0 6ZSI', 'Kd:&nbsp290\xa0(nM) from 1 assay(s)')"
6ZSJ,"('GNP', 'Binding MOAD:\xa0 6ZSJ', 'Kd:&nbsp240\xa0(nM) from 1 assay(s)')"
6ZUG,"('QPW', 'Binding MOAD:\xa0 6ZUG', 'IC50:&nbsp12\xa0(nM) from 1 assay(s)')"
6ZUH,"('N6H', 'Binding MOAD:\xa0 6ZUH', 'IC50:&nbsp27\xa0(nM) from 1 assay(s)')"
6ZUN,"('QQ5', 'Binding MOAD:\xa0 6ZUN', 'IC50:&nbsp10\xa0(nM) from 1 assay(s)')"
6ZUU,"('QQN', 'Binding MOAD:\xa0 6ZUU', 'IC50:&nbsp3900\xa0(nM) from 1 assay(s)')"
6ZUV,"('B1J', 'Binding MOAD:\xa0 6ZUV', 'IC50:&nbsp1.15e+4\xa0(nM) from 1 assay(s)')"
6ZUW,"('QQK', 'Binding MOAD:\xa0 6ZUW', 'IC50:&nbsp0.4\xa0(nM) from 1 assay(s)')"
6ZUX,"('QQE', 'Binding MOAD:\xa0 6ZUX', 'IC50:&nbsp4\xa0(nM) from 1 assay(s)')"
6ZV7,"('QQW', 'Binding MOAD:\xa0 6ZV7', 'IC50:&nbsp6\xa0(nM) from 1 assay(s)')"
6ZV8,"('QQT', 'Binding MOAD:\xa0 6ZV8', 'IC50:&nbsp0.7\xa0(nM) from 1 assay(s)')"
6ZVL,"('QR2', 'Binding MOAD:\xa0 6ZVL', 'IC50:&nbsp18\xa0(nM) from 1 assay(s)')"
6ZWP,"('OE8', 'Binding MOAD:\xa0 6ZWP', 'IC50:&nbsp22.1\xa0(nM) from 1 assay(s)')"
7A12,"('QVK', 'Binding MOAD:\xa0 7A12', 'IC50:&nbsp10\xa0(nM) from 1 assay(s)')"
7A14,"('QVB', 'Binding MOAD:\xa0 7A14', 'IC50:&nbsp10\xa0(nM) from 1 assay(s)')"
7A15,"('QV5', 'Binding MOAD:\xa0 7A15', 'IC50:&nbsp10\xa0(nM) from 1 assay(s)')"
7A16,"('HZE', 'Binding MOAD:\xa0 7A16', 'IC50:&nbsp10\xa0(nM) from 1 assay(s)')"
7A1B,"('QXW', 'Binding MOAD:\xa0 7A1B', 'IC50:&nbsp2360\xa0(nM) from 1 assay(s)')"
7A1Z,"('QWN', 'Binding MOAD:\xa0 7A1Z', 'IC50:&nbsp3380\xa0(nM) from 1 assay(s)')"
7A22,"('QWW', 'Binding MOAD:\xa0 7A22', 'IC50:&nbsp1980\xa0(nM) from 1 assay(s)')"
7A49,"('QWN', 'Binding MOAD:\xa0 7A49', 'IC50:&nbsp3260\xa0(nM) from 1 assay(s)')"
7A4B,"('QXW', 'Binding MOAD:\xa0 7A4B', 'IC50:&nbsp2560\xa0(nM) from 1 assay(s)')"
7A4C,"('QWW', 'Binding MOAD:\xa0 7A4C', 'IC50:&nbsp3820\xa0(nM) from 1 assay(s)')"
7ACU,"('R75', 'Binding MOAD:\xa0 7ACU', 'IC50:&nbsp4300\xa0(nM) from 1 assay(s)')"
7AFW,"('R9Q', 'Binding MOAD:\xa0 7AFW', 'Kd:&nbsp9.15e+5\xa0(nM) from 1 assay(s)')"
7AMD,"('RMW', 'Binding MOAD:\xa0 7AMD', 'Kd:&nbsp64\xa0(nM) from 1 assay(s)')"
7AVQ,"('S1Z', 'Binding MOAD:\xa0 7AVQ', 'IC50:&nbsp64\xa0(nM) from 1 assay(s)')"
7BQU,"('EF2', 'Binding MOAD:\xa0 7BQU', 'Kd:&nbsp4000\xa0(nM) from 1 assay(s)')"
7BQV,"('F4U', 'Binding MOAD:\xa0 7BQV', 'Kd:&nbsp2280\xa0(nM) from 1 assay(s)')"
7BTV,"('N47', 'Binding MOAD:\xa0 7BTV', 'IC50:&nbsp16.9\xa0(nM) from 1 assay(s)')"
7C04,"('FEU', 'Binding MOAD:\xa0 7C04', 'IC50:&nbsp1983\xa0(nM) from 1 assay(s)')"
7C2V,"('FJ0', 'Binding MOAD:\xa0 7C2V', 'IC50:&nbsp31.7\xa0(nM) from 1 assay(s)')"
7C3N,"('FHX', 'Binding MOAD:\xa0 7C3N', 'IC50:&nbsp13\xa0(nM) from 1 assay(s)')"
7C6B,"('K2R', 'Binding MOAD:\xa0 7C6B', 'Kd:&nbsp4.20e+4\xa0(nM) from 1 assay(s)')"
7C7G,"('FJR', 'Binding MOAD:\xa0 7C7G', 'IC50:&nbsp27\xa0(nM) from 1 assay(s)')"
7C7H,"('FJU', 'Binding MOAD:\xa0 7C7H', 'IC50:&nbsp34\xa0(nM) from 1 assay(s)')"
7D7U,"('8BR', 'Binding MOAD:\xa0 7D7U', 'Kd:&nbsp1.00e+5\xa0(nM) from 1 assay(s)')"
7JIS,"('VBS', 'Binding MOAD:\xa0 7JIS', 'IC50:&nbsp1.9\xa0(nM) from 1 assay(s)')"
7JNR,"('VFG', 'Binding MOAD:\xa0 7JNR', 'Ki:&nbsp66.5\xa0(nM) from 1 assay(s)')"
7JNT,"('VFA', 'Binding MOAD:\xa0 7JNT', 'IC50:&nbsp6.3\xa0(nM) from 1 assay(s)')"
7JNV,"('VFJ', 'Binding MOAD:\xa0 7JNV', 'Ki:&nbsp53.8\xa0(nM) from 1 assay(s)')"
7JNW,"('VFM', 'Binding MOAD:\xa0 7JNW', 'Ki:&nbsp75.1\xa0(nM) from 1 assay(s)')"
7JNX,"('VGS', 'Binding MOAD:\xa0 7JNX', 'Ki:&nbsp63.4\xa0(nM) from 1 assay(s)')"
7JNZ,"('VGV', 'Binding MOAD:\xa0 7JNZ', 'Ki:&nbsp62.8\xa0(nM) from 1 assay(s)')"
7JO0,"('VFG', 'Binding MOAD:\xa0 7JO0', 'Ki:&nbsp12.8\xa0(nM) from 1 assay(s)')"
7JO1,"('VFJ', 'Binding MOAD:\xa0 7JO1', 'Ki:&nbsp2.1\xa0(nM) from 1 assay(s)')"
7JO2,"('VFM', 'Binding MOAD:\xa0 7JO2', 'Ki:&nbsp2.4\xa0(nM) from 1 assay(s)')"
7JO3,"('VGS', 'Binding MOAD:\xa0 7JO3', 'Ki:&nbsp8.2\xa0(nM) from 1 assay(s)')"
7JOB,"('VGV', 'Binding MOAD:\xa0 7JOB', 'Ki:&nbsp15.7\xa0(nM) from 1 assay(s)')"
7JOC,"('ARZ', 'Binding MOAD:\xa0 7JOC', 'IC50:&nbsp6.4\xa0(nM) from 1 assay(s)')"
7JRA,"('VGY', 'Binding MOAD:\xa0 7JRA', 'IC50:&nbsp17\xa0(nM) from 1 assay(s)')"
7JV8,"('VPD', 'Binding MOAD:\xa0 7JV8', 'IC50:&nbsp0.25\xa0(nM) from 1 assay(s)')"
7JVM,"('VKS', 'Binding MOAD:\xa0 7JVM', 'IC50:&nbsp11\xa0(nM) from 1 assay(s)')"
7JVN,"('VKP', 'Binding MOAD:\xa0 7JVN', 'IC50:&nbsp29\xa0(nM) from 1 assay(s)')"
7JWS,"('VLY', 'Binding MOAD:\xa0 7JWS', 'IC50:&nbsp130\xa0(nM) from 1 assay(s)')"
7JWT,"('VM4', 'Binding MOAD:\xa0 7JWT', 'IC50:&nbsp130\xa0(nM) from 1 assay(s)')"
7JWU,"('VMA', 'Binding MOAD:\xa0 7JWU', 'IC50:&nbsp242\xa0(nM) from 1 assay(s)')"
7JWV,"('VMJ', 'Binding MOAD:\xa0 7JWV', 'IC50:&nbsp600\xa0(nM) from 1 assay(s)')"
7JWW,"('VMG', 'Binding MOAD:\xa0 7JWW', 'IC50:&nbsp360\xa0(nM) from 1 assay(s)')"
7K2U,"('VU7', 'Binding MOAD:\xa0 7K2U', 'IC50:&nbsp0.12\xa0(nM) from 1 assay(s)')"
7K6I,"('VYV', 'Binding MOAD:\xa0 7K6I', 'Ki:&nbsp444.5\xa0(nM) from 1 assay(s)')"
7K6J,"('VYY', 'Binding MOAD:\xa0 7K6J', 'Ki:&nbsp50.8\xa0(nM) from 1 assay(s)')"
7K6K,"('VZ1', 'Binding MOAD:\xa0 7K6K', 'Ki:&nbsp474.5\xa0(nM) from 1 assay(s)')"
7K6L,"('VZD', 'Binding MOAD:\xa0 7K6L', 'Ki:&nbsp458.3\xa0(nM) from 1 assay(s)')"
7KBG,"('WBA', 'Binding MOAD:\xa0 7KBG', 'IC50:&nbsp29\xa0(nM) from 1 assay(s)')"
